#CHROM	POS	results/align/Sample_RSV_1-RSVA.bam	results/align/Sample_RSV_10-RSVA.bam	results/align/Sample_RSV_11-RSVA.bam	results/align/Sample_RSV_12-RSVA.bam	results/align/Sample_RSV_13-RSVA.bam	results/align/Sample_RSV_15-RSVA.bam	results/align/Sample_RSV_2-RSVA.bam	results/align/Sample_RSV_3-RSVA.bam	results/align/Sample_RSV_5-RSVA.bam	results/align/Sample_RSV_6-RSVA.bam	results/align/Sample_RSV_7-RSVA.bam	results/align/Sample_RSV_8-RSVA.bam	results/align/Sample_RSV_9-RSVA.bam
NC_038235.1	1	0	0	0	227	0	0	0	0	0	0	0	0	0
NC_038235.1	2	0	0	0	227	0	0	0	0	0	0	0	0	0
NC_038235.1	3	0	0	0	229	0	0	0	0	0	0	0	0	0
NC_038235.1	4	0	0	0	229	0	0	0	0	0	0	0	0	0
NC_038235.1	5	0	0	0	229	0	0	0	0	0	0	0	0	0
NC_038235.1	6	0	0	0	229	0	0	0	0	0	0	0	0	0
NC_038235.1	7	0	0	0	229	0	0	0	0	0	0	0	0	0
NC_038235.1	8	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	9	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	10	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	11	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	12	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	13	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	14	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	15	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	16	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	17	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	18	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	19	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	20	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	21	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	22	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	23	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	24	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	25	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	26	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	27	0	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	28	4	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	29	4	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	30	4	0	0	232	0	0	0	0	0	0	0	0	0
NC_038235.1	31	4	0	0	231	0	0	0	0	0	0	0	0	0
NC_038235.1	32	4	0	0	231	0	0	0	0	0	0	0	0	0
NC_038235.1	33	4	0	0	231	0	0	0	0	0	0	0	0	0
NC_038235.1	34	4	0	0	231	0	0	0	0	0	0	0	0	0
NC_038235.1	35	4	0	0	231	0	0	0	0	0	0	0	0	0
NC_038235.1	36	4	0	0	231	0	0	0	0	0	0	0	0	0
NC_038235.1	37	4	0	0	243	0	0	0	0	0	0	0	0	0
NC_038235.1	38	4	0	0	243	0	0	0	0	0	0	0	0	0
NC_038235.1	39	4	0	0	243	0	0	0	0	0	0	0	0	0
NC_038235.1	40	4	0	0	245	0	0	0	0	0	0	0	0	0
NC_038235.1	41	4	0	0	245	0	0	0	0	0	0	0	0	0
NC_038235.1	42	4	0	0	245	0	0	0	0	0	0	0	0	0
NC_038235.1	43	4	0	0	245	0	0	0	0	0	0	0	0	0
NC_038235.1	44	4	0	0	245	0	0	0	0	0	0	0	0	0
NC_038235.1	45	4	0	0	245	0	0	0	0	0	0	0	0	0
NC_038235.1	46	4	0	0	245	0	0	0	0	0	0	0	0	0
NC_038235.1	47	0	0	0	245	0	0	0	0	0	0	0	0	0
NC_038235.1	48	0	0	0	245	0	0	0	0	0	0	0	0	0
