Yale-RSV-0001-1	RSVA	1	2351327	2170825	2152210	18646	14408	14583	15222
Yale-RSV-0002-1	RSVA	1	6335514	2935464	2870926	20886	11557	12170	15222
Yale-RSV-0003-1	RSVA	1	3918627	2049807	2002814	14425	12070	12535	15222
Yale-RSV-0004-1	RSVA	1	4343213	2367122	2323488	16636	11753	12417	15222
Yale-RSV-0005-1	RSVA	1	4165018	1735094	1704130	12751	10937	11700	15222
Yale-RSV-0006-1	RSVA	1	5773450	5469356	5422592	47530	14543	14712	15222
Yale-RSV-0007-1	RSVA	1	4288846	4027692	3977602	34999	14304	14468	15222
Yale-RSV-0008-1	RSVA	1	4172492	1167880	1152170	8922	10959	11298	15222
Yale-RSV-0009-1	RSVA	1	3231063	1889929	1845328	13796	12552	13042	15222
Yale-RSV-0011-1	RSVA	1	8076225	4139499	4042270	29521	12113	12483	15222
Yale-RSV-0012-1	RSVA	1	3968431	2149019	2107584	15396	11773	12222	15222
Yale-RSV-0013-1	RSVA	1	5767423	3068909	3004756	22109	12020	12448	15222
Yale-RSV-0014-1	RSVA	1	6396559	3783395	3677574	27600	11891	12465	15222
Yale-RSV-0015-1	RSVA	1	4862618	2617085	2557404	18470	11820	12360	15222
Yale-RSV-0017-1	RSVA	1	1007171	518102	504451	3595	11881	12589	15222
Yale-RSV-0018-1	RSVA	1	3776510	2030247	1983036	14547	11833	12336	15222
Yale-RSV-0019-1	RSVA	1	2401725	404894	391166	2908	5736	6214	15222
Yale-RSV-0020-1	RSVA	1	6152819	5822865	5741048	50103	14612	15023	15222
Yale-RSV-0021-1	RSVA	1	192659	126458	126282	1034	2639	3015	15222
Yale-RSV-0022-1	RSVA	1	2611974	1413148	1376168	10154	11607	12068	15222
Yale-RSV-0025-1	RSVA	1	3405780	1953583	1903082	14258	11999	12510	15222
Yale-RSV-0026-1	RSVA	1	5186327	4423605	4392018	36816	14821	14848	15222
Yale-RSV-0027-1	RSVA	1	4261828	2152005	2106584	15298	11806	12388	15222
Yale-RSV-0028-1	RSVA	1	4994639	2619383	2566390	18843	11741	12460	15222
Yale-RSV-0030-1	RSVA	1	4832565	4472511	4405902	38294	14661	15062	15222
Yale-RSV-0031-1	RSVA	1	5289511	2706065	2634588	18730	11764	12378	15222
Yale-RSV-0033-1	RSVA	1	1690917	420042	412866	3126	11037	11473	15222
Yale-RSV-0037-1	RSVA	1	3501978	2340777	2328032	20245	14107	14176	15222
Yale-RSV-0038-1	RSVA	1	5795790	2985880	2915422	20785	12344	12912	15222
Yale-RSV-0039-1	RSVA	1	8287937	3812967	3752778	28125	11804	12350	15222
Yale-RSV-0040-1	RSVA	1	7403798	3695889	3635012	27348	11575	11891	15222
Yale-RSV-0042-1	RSVA	1	2780973	1462462	1432892	10759	11744	12359	15222
Yale-RSV-0043-1	RSVA	1	3749286	3501094	3465200	30020	14459	14753	15222
Yale-RSV-0044-1	RSVA	1	7689518	4328893	4245814	30615	12476	12847	15222
Yale-RSV-0045-1	RSVA	1	4857149	2652467	2602896	19402	12084	12533	15222
Yale-RSV-0047-1	RSVA	1	3879710	2154619	2115310	15610	11710	12353	15222
Yale-RSV-0048-1	RSVA	1	2131376	1029685	1008772	7274	11608	12407	15222
Yale-RSV-0049-1	RSVA	1	4739946	2004337	1967876	14423	12133	12707	15222
Yale-RSV-0051-1	RSVA	1	3337786	1814002	1780022	13212	11878	12426	15222
Yale-RSV-0052-1	RSVA	1	5103746	2661829	2622534	19047	12045	12447	15222
Yale-RSV-0053-1	RSVA	1	4888331	4642754	4602574	40019	14306	14342	15222
Yale-RSV-0054-1	RSVA	1	4320662	1360556	1339650	9912	12146	12421	15222
Yale-RSV-0055-1	RSVA	1	8848603	8131415	8041706	69378	14450	14781	15222
Yale-RSV-0057-1	RSVA	1	5717532	3090876	3025186	21594	12174	12671	15222
Yale-RSV-0058-1	RSVA	1	7078227	3619488	3546736	26526	12167	12566	15222
Yale-RSV-0060-1	RSVA	1	4389008	2321726	2274112	16552	11712	12216	15222
Yale-RSV-0061-1	RSVA	1	3467466	3102761	3073208	26475	14491	14607	15222
Yale-RSV-0062-1	RSVA	1	4194147	94412	93276	692	7651	8942	15222
Yale-RSV-0063-1	RSVA	1	2958342	1498928	1479984	11008	11465	12243	15222
Yale-RSV-0065-1	RSVA	1	2867857	1540739	1506486	10896	11976	12499	15222
Yale-RSV-0066-1	RSVA	1	5354935	2908400	2855262	21433	11815	12211	15222
Yale-RSV-0067-1	RSVA	1	2767920	1505482	1479406	10746	11919	12424	15222
Yale-RSV-0070-1	RSVA	1	5595970	3000666	2932294	20858	11901	12552	15222
Yale-RSV-0071-1	RSVA	1	6407485	2978695	2930466	22290	11461	12180	15222
Yale-RSV-0072-1	RSVA	1	4987051	514890	505674	3959	3483	3940	15222
Yale-RSV-0075-1	RSVA	1	3260988	2706934	2690576	23282	14413	14569	15222
Yale-RSV-0076-1	RSVA	1	1437051	1318561	1304506	11284	14675	14702	15222
Yale-RSV-0078-1	RSVA	1	3035385	66015	65586	521	2964	3271	15222
Yale-RSV-0080-1	RSVA	1	8448987	4596539	4517346	33564	11278	12121	15222
Yale-RSV-0081-1	RSVA	1	2658008	1459392	1432264	10392	11519	12118	15222
Yale-RSV-0082-1	RSVA	1	2137032	1093689	1069562	7728	11499	12196	15222
Yale-RSV-0083-1	RSVA	1	4486728	1600254	1581322	11867	11633	12058	15222
Yale-RSV-0084-1	RSVA	1	4199243	2117270	2072180	14886	11841	12418	15222
Yale-RSV-0085-1	RSVA	1	6839413	6364456	6315652	54665	14439	14515	15222
Yale-RSV-0086-1	RSVA	1	8513834	4613296	4510522	32318	11964	12451	15222
Yale-RSV-0087-1	RSVA	1	6099647	3348246	3263460	23567	12287	12741	15222
Yale-RSV-0088-1	RSVA	1	326255	318225	317736	2595	1853	2083	15222
Yale-RSV-0092-1	RSVA	1	588017	107552	105540	774	9215	11315	15222
Yale-RSV-0093-1	RSVA	1	5175535	706426	699418	5171	10906	11697	15222
Yale-RSV-0094-1	RSVA	1	3277707	1711770	1668948	12321	11950	12354	15222
Yale-RSV-0095-1	RSVA	1	866384	816173	815010	6656	1661	1862	15222
Yale-RSV-0096-1	RSVA	1	1249635	1095846	1094444	9050	2014	2231	15222
Yale-RSV-0097-1	RSVA	1	2988484	2857626	2808228	23903	14453	15024	15222
Yale-RSV-0098-1	RSVA	1	5088899	851843	844018	6313	12652	13204	15222
Yale-RSV-0099-1	RSVA	1	4234738	2211984	2173996	15419	11815	12303	15222
Yale-RSV-0100-1	RSVA	1	2578690	1114999	1096672	7802	11503	11970	15222
Yale-RSV-0102-1	RSVA	1	4399960	497884	495936	3752	3220	4062	15222
Yale-RSV-0103-1	RSVA	1	3535400	420050	417352	2814	6648	7182	15222
Yale-RSV-0104-1	RSVA	1	4331742	1132740	1118280	8590	5895	6647	15222
Yale-RSV-0105-1	RSVA	1	3158193	934409	928474	7647	4973	5294	15222
Yale-RSV-0106-1	RSVA	1	1077818	554527	544400	3971	11390	11983	15222
Yale-RSV-0107-1	RSVA	1	6928871	3031894	2981606	22739	14080	14205	15222
Yale-RSV-0110-1	RSVA	1	5315650	2935771	2885570	20693	11989	12345	15222
Yale-RSV-0111-1	RSVA	1	2371083	124141	122818	927	9828	10565	15222
Yale-RSV-0112-1	RSVA	1	5252757	2672034	2625008	19318	11654	12205	15222
Yale-RSV-0113-1	RSVA	1	5011220	3051485	3032386	24608	14744	15036	15222
Yale-RSV-0114-1	RSVA	1	4849459	2389833	2345944	16696	11684	12280	15222
Yale-RSV-0116-1	RSVA	1	5253529	2626999	2574154	17948	11901	12256	15222
Yale-RSV-0118-1	RSVA	1	4467505	3774550	3723974	30730	14907	15000	15222
Yale-RSV-0120-1	RSVA	1	1846176	698360	689294	4978	10647	11211	15222
Yale-RSV-0121-1	RSVA	1	5091384	4785693	4728554	39777	14533	15071	15222
Yale-RSV-0122-1	RSVA	1	7017818	3415979	3356766	23760	11670	12351	15222
Yale-RSV-0124-1	RSVA	1	3879929	787388	778500	5547	11310	11779	15222
