Yale-RSV-0002-1	RSVB	1	6367758	5244635	5184878	45412	15040	15118	15225
Yale-RSV-0003-1	RSVB	1	3945777	3828752	3780444	33110	15128	15134	15225
Yale-RSV-0004-1	RSVB	1	4356828	4234833	4201578	36724	15128	15181	15225
Yale-RSV-0005-1	RSVB	1	4168414	3164730	3153550	27241	14166	14484	15225
Yale-RSV-0008-1	RSVB	1	4174837	1882260	1872596	16021	13772	13836	15225
Yale-RSV-0009-1	RSVB	1	3248251	3217134	3178580	28231	15127	15135	15225
Yale-RSV-0011-1	RSVB	1	8095493	7600629	7549798	66107	15133	15134	15225
Yale-RSV-0012-1	RSVB	1	3978578	3882544	3858046	33590	15031	15037	15225
Yale-RSV-0013-1	RSVB	1	5784523	5587708	5547842	48537	15130	15135	15225
Yale-RSV-0014-1	RSVB	1	6435291	6307104	6217682	55116	15128	15159	15225
Yale-RSV-0015-1	RSVB	1	4893415	4751257	4696238	41107	15131	15134	15225
Yale-RSV-0016-1	RSVB	1	3699062	3269966	3245468	28298	14999	15135	15225
Yale-RSV-0017-1	RSVB	1	5467079	5214635	5121066	44846	15132	15203	15225
Yale-RSV-0018-1	RSVB	1	3784668	3661702	3640242	31945	15127	15137	15225
Yale-RSV-0019-1	RSVB	1	2398348	534858	533398	4386	6124	6630	15225
Yale-RSV-0020-1	RSVB	1	6119726	3390152	3294162	24190	11086	12102	15225
Yale-RSV-0021-1	RSVB	1	192696	153748	153436	1220	3671	4101	15225
Yale-RSV-0022-1	RSVB	1	2620034	2535547	2514702	22333	15128	15136	15225
Yale-RSV-0023-1	RSVB	1	5742232	5620430	5524952	48630	15134	15203	15225
Yale-RSV-0024-1	RSVB	1	2805507	2243497	2219024	19225	15110	15135	15225
Yale-RSV-0025-1	RSVB	1	3427902	3286586	3237030	28659	15127	15142	15225
Yale-RSV-0026-1	RSVB	1	5182631	3709071	3650762	29360	15126	15134	15225
Yale-RSV-0027-1	RSVB	1	4278665	3991369	3954596	34731	15127	15135	15225
