sample	name	start	end	depth
Yale-RSV-0001-1	Amplicon 1	77	496	9765
Yale-RSV-0001-1	Amplicon 2	321	805	6261
Yale-RSV-0001-1	Amplicon 3	702	1115	14749
Yale-RSV-0001-1	Amplicon 4	943	1346	12077
Yale-RSV-0001-1	Amplicon 5	1226	1661	8685
Yale-RSV-0001-1	Amplicon 6	1546	1976	1551
Yale-RSV-0001-1	Amplicon 7	1867	2368	14886
Yale-RSV-0001-1	Amplicon 8	2236	2631	30664
Yale-RSV-0001-1	Amplicon 9	2541	2902	12530
Yale-RSV-0001-1	Amplicon 10	2762	3169	18986
Yale-RSV-0001-1	Amplicon 11	3085	3488	19095
Yale-RSV-0001-1	Amplicon 12	3398	3807	32085
Yale-RSV-0001-1	Amplicon 13	3722	4124	6817
Yale-RSV-0001-1	Amplicon 14	4407	4056	-1
Yale-RSV-0001-1	Amplicon 15	4323	4735	10830
Yale-RSV-0001-1	Amplicon 16	4654	5055	2680
Yale-RSV-0001-1	Amplicon 17	4967	5376	34022
Yale-RSV-0001-1	Amplicon 18	5203	5606	54687
Yale-RSV-0001-1	Amplicon 19	5503	5886	18980
Yale-RSV-0001-1	Amplicon 20	5782	6186	15038
Yale-RSV-0001-1	Amplicon 21	6064	6466	16955
Yale-RSV-0001-1	Amplicon 22	6377	6783	51596
Yale-RSV-0001-1	Amplicon 23	6680	7068	33635
Yale-RSV-0001-1	Amplicon 24	6979	7376	25196
Yale-RSV-0001-1	Amplicon 25	7273	7701	10334
Yale-RSV-0001-1	Amplicon 26	7627	7965	39381
Yale-RSV-0001-1	Amplicon 27	7862	8262	34142
Yale-RSV-0001-1	Amplicon 28	8160	8574	40282
Yale-RSV-0001-1	Amplicon 29	8469	8877	17429
Yale-RSV-0001-1	Amplicon 30	8748	9155	12469
Yale-RSV-0001-1	Amplicon 31	9061	9467	16665
Yale-RSV-0001-1	Amplicon 32	9350	9754	23619
Yale-RSV-0001-1	Amplicon 33	9661	10226	8169
Yale-RSV-0001-1	Amplicon 34	9977	10382	14297
Yale-RSV-0001-1	Amplicon 35	10265	10670	12662
Yale-RSV-0001-1	Amplicon 36	10566	10978	29811
Yale-RSV-0001-1	Amplicon 37	10878	11285	32229
Yale-RSV-0001-1	Amplicon 38	11183	11587	49066
Yale-RSV-0001-1	Amplicon 39	11483	11880	9072
Yale-RSV-0001-1	Amplicon 40	11775	12186	5806
Yale-RSV-0001-1	Amplicon 41	12084	12500	9944
Yale-RSV-0001-1	Amplicon 42	12414	12820	27963
Yale-RSV-0001-1	Amplicon 43	12712	13121	16844
Yale-RSV-0001-1	Amplicon 44	13405	13058	-1
Yale-RSV-0001-1	Amplicon 45	13338	13749	965
Yale-RSV-0001-1	Amplicon 46	13618	14033	3348
Yale-RSV-0001-1	Amplicon 47	13962	14366	17831
Yale-RSV-0001-1	Amplicon 48	14251	14660	33999
Yale-RSV-0001-1	Amplicon 49	14578	14979	11310
Yale-RSV-0001-1	Amplicon 50	14768	15174	4894
sample	name	start	end	depth
Yale-RSV-0002-1	Amplicon 1	77	496	3444
Yale-RSV-0002-1	Amplicon 2	321	805	1485
Yale-RSV-0002-1	Amplicon 3	702	1115	695
Yale-RSV-0002-1	Amplicon 4	943	1346	10693
Yale-RSV-0002-1	Amplicon 5	1226	1661	25902
Yale-RSV-0002-1	Amplicon 6	1546	1976	18854
