Yale-RSV-0001	RSVB	1	13657790	3459808	3428178	23755	11334	12241	15225
Yale-RSV-0002	RSVB	1	16497982	7485228	7397056	52091	13382	14126	15225
Yale-RSV-0003	RSVB	1	15576207	8407231	8309860	59169	14207	14935	15225
Yale-RSV-0004	RSVB	1	18378917	14372977	14225080	106035	15099	15141	15225
Yale-RSV-0005	RSVB	1	9429438	8777144	8732520	65616	14462	14955	15225
Yale-RSV-0006	RSVB	1	26843752	22320643	22178590	161988	13760	14551	15225
Yale-RSV-0007	RSVB	1	11034245	6914375	6863662	50004	12899	13499	15225
Yale-RSV-0008	RSVB	1	17892686	6470095	6395770	43614	12215	13205	15225
Yale-RSV-0009	RSVB	1	6103692	5914322	5870300	43846	14683	14946	15225
Yale-RSV-0010	RSVB	1	12178826	1123741	1119794	7763	7016	8303	15225
Yale-RSV-0011	RSVB	1	12839388	11163561	11101052	83002	14553	14962	15225
Yale-RSV-0012	RSVB	1	18347361	16710284	16633704	123618	14602	15134	15225
Yale-RSV-0013	RSVB	1	19816042	17316494	17212266	127610	14911	15069	15225
Yale-RSV-0014	RSVB	1	21134186	19907872	19741166	147363	14994	15141	15225
Yale-RSV-0015	RSVB	1	17695096	15870890	15781958	118107	14852	14933	15225
Yale-RSV-0016	RSVB	1	15647638	11533521	11475684	85657	14713	14933	15225
Yale-RSV-0017	RSVB	1	21366231	20267689	20130236	148759	14313	14626	15225
Yale-RSV-0018	RSVB	1	19083719	16826949	16735192	124600	14736	14831	15225
Yale-RSV-0019	RSVB	1	12746859	241486	240610	1542	2110	3420	15225
Yale-RSV-0021	RSVB	1	4091287	640445	636638	4120	3929	4374	15225
Yale-RSV-0022	RSVB	1	24587206	21720638	21603502	161133	15090	15199	15225
Yale-RSV-0023	RSVB	1	25800532	24741844	24524658	182216	15190	15202	15225
Yale-RSV-0024	RSVB	1	21722776	14827709	14735392	108959	13931	14449	15225
Yale-RSV-0025	RSVB	1	16394264	14389436	14273494	106294	14710	14990	15225
Yale-RSV-0026	RSVB	1	19577632	11275331	11164632	77959	14651	14875	15225
Yale-RSV-0027	RSVB	1	17146660	15580281	15462882	114749	14930	15169	15225
Yale-RSV-0028	RSVB	1	22906273	20241458	20135276	149276	15036	15053	15225
Yale-RSV-0029	RSVB	1	8933577	8503268	8458532	63186	14706	14997	15225
Yale-RSV-0031	RSVB	1	24735547	23082969	22875510	169276	15155	15202	15225
Yale-RSV-0033	RSVB	1	10168482	3428260	3404112	25004	12976	13386	15225
Yale-RSV-0034	RSVB	1	18101716	16351059	16208182	120445	14815	15142	15225
Yale-RSV-0035	RSVB	1	18604600	5595423	5569976	40535	12993	13627	15225
Yale-RSV-0036	RSVB	1	6150550	3192818	3178090	23660	13948	14051	15225
Yale-RSV-0038	RSVB	2	27872096	25928431	25696316	378386	15135	15160	15225
Yale-RSV-0039	RSVB	1	20807534	14687962	14619334	107792	14121	14688	15225
Yale-RSV-0040	RSVB	1	25845476	19628384	19548240	143464	13738	14058	15225
Yale-RSV-0041	RSVB	1	21432341	20232996	20092918	148319	14792	15002	15225
Yale-RSV-0042	RSVB	1	13004597	11378147	11310382	83346	14363	14806	15225
Yale-RSV-0044	RSVB	1	21384371	20226478	20091146	148492	14705	14988	15225
Yale-RSV-0045	RSVB	1	15951298	14619489	14541422	107364	14230	14662	15225
Yale-RSV-0047	RSVB	1	16807047	15539774	15452304	114559	13910	14404	15225
Yale-RSV-0048	RSVB	1	28843161	25126012	24935650	183184	14781	15066	15225
Yale-RSV-0049	RSVB	1	13161597	8548518	8505732	62874	13758	13992	15225
Yale-RSV-0050	RSVB	1	13774324	2388789	2377192	16298	6344	6976	15225
Yale-RSV-0051	RSVB	1	11392057	10739776	10681574	79283	14545	14695	15225
Yale-RSV-0052	RSVB	1	10757282	8874742	8831358	66376	13634	13900	15225
Yale-RSV-0054	RSVB	1	19808195	6470603	6432056	46831	13253	13587	15225
Yale-RSV-0056	RSVB	1	22923541	21511580	21341688	157749	15113	15140	15225
